body,fichatecnica,localidad,price,title,url
"
Mitsubishi L200 4x4 2.4 AT 2020 2400 cc. 0 km - USD 66.990.(Consulte disponibilidad de colores)Diesel • Dirección Hidráulica • Transmisión Automática • 4 puertas • Potencia máxima 178 HP.Airbag conductor • Airbag pasajero • Airbag de cortina • Airbag laterales • Aviso de punto ciego • Apoya cabeza asientos traseros • Cinturones inerciales delanteros • Control de tracción • Control de estabilidad • Faros antinieblas delanteros • Faros antinieblas traseros • Faros de xenón • Frenos ABS • Inmovilizador de motor • Llave codificada • Sistema Isofix • Tercer stop • Aire acondicionado • Asientos eléctricos • Asiento conductor regulable en altura • Asiento acompañante regulable en altura • Apoyabrazos en asiento trasero • Cobertor de caja • Cierre centralizado de puertas • Climatizador automático • Computadora de abordo • Control de velocidad crucero • Cristales eléctricos • Espejos eléctricos • Faros regulables desde el interior • Llantas de aleación • Regulación de altura del volante • Regulación longitudinal del volante • Sensor de estacionamiento • Sensor de lluvia • Tapizado de cuero • Volante multifunción • Volante de cuero • AM/FM • Bluetooth • CD • Entrada auxiliar • Entrada USB.El valor estimado de la patente es de $ 78.000.GarantíaGarantía de 3 años o 100.000 kilómetros.FinanciaciónOfrecemos financiación bancaria con varias modalidades según el Banco (trabajamos con todos los bancos), o 50% contado y 50% financiado hasta en 24 cuotas.PermutasSiempre intentamos tomar su permuta al mejor precio; sabemos que es parte de su capital.Gestoría- Empadronamiento de los vehículos en todas las intendencias del país.- Reempadronamientos.- Cambios de titular (Transferencias).- Títulos de propiedad.- Contrato de Leasing.Horacio Barreiro - Casa Matriz Tel: 099 609094 / 2365 3900 Luis Alberto de Herrera 590. Las Piedras, Canelones. Lunes a Sábados de 8 a 19 hs. www.horaciobarreiro.multiaviso.comPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Mitsubishi


Modelo
L200


Versión
4x4 2.4 AT


Motor
2.4


Potencia
178 hp


Transmisión
Automática


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Las Piedras - Canelones
",66.990,"
		Mitsubishi L200 4x4 2.4 At 2020 0km
	",https://auto.mercadolibre.com.uy/MLU-468995825-mitsubishi-l200-4x4-24-at-2020-0km-_JM#position=31&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Esta muy sana no tiene consumo de ningun tipo está a entera revisión , tiene aire , direccion, vidrios electricos ,es full de fabrica tomo permuta por camion hasta 7000k.no chino.
","

Año
2011


Kilómetros
208.000 km


Marca
Hyundai


Modelo
H1


Versión
2011


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Ciudad Del Plata - San José
",22.500,"
		Hyundai H1 2011
	",https://auto.mercadolibre.com.uy/MLU-471061547-hyundai-h1-2011-_JM#position=4&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Toyota Hilux Doble Cabina diesel , impecable , unico dueño, excelentemente mantenida, al dia , muy bien de cubiertas, todos los services hechos en tiempo y forma, con cubre caja, barra anti vuelco y defensa delantera, patente al dia, sin golpes . No gasta aceite ni pierde ningun liquido de nada
","

Año
2008


Kilómetros
256.000 km


Marca
Toyota


Modelo
Hilux


Versión
2.5 Cab Doble 4x2


Tipo de carrocería
Pick-Up


Motor
2.5


Potencia
102 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Carrasco - Montevideo
",20.500,"
		Toyota Hilux 2.5 Cab Doble 4x2
	",https://auto.mercadolibre.com.uy/MLU-472821117-toyota-hilux-doble-cabina-diesel-25-_JM#position=39&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Un clásico SUV de los que perduran y siguen sorprendiendo más allá de los años.Diesel Original 2.7 cc. Año 1992 (ML tenía hasta 1994 en este modelo)Una camioneta muy fuerte y cómoda. Vidrios eléctricos, techo, aire acondicionado, asientos traseros rebatibles que permiten dormir dentro convirtiendo la camioneta en un hermoso compañero de travesías y viajes largos.Da 10 km por litro. Motor impecable, no sopla NADA ni consume NADA de aceite. A entera revisación de su mecánico.Se entrega con GPS satelital incorporado con el cual puede saber donde está su vehículo en cualquier momento, así como apagar el motor si así lo desea, o poner alarma de movimiento para seguridad ante posibles robos. Costo únicamente cargar el chip (tarjetero) del gps cada 2 mesesTiene 2 cubiertas con 1.000 kilómetros de usoPrecio: U$S 11.700
","

Año
1994


Kilómetros
463.000 km


Marca
Nissan


Modelo
Pathfinder


Versión
TD 27


Color
Gris y Negro


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en La Comercial - Montevideo
",11.250,"
		Nissan Pathfinder 4x4 Japonesa Original Diesel
	",https://auto.mercadolibre.com.uy/MLU-471352623-nissan-pathfinder-4x4-japonesa-original-diesel-_JM#position=9&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Peugeot partner 2006 motor 1.9 diesel con 162.500 km de fabricaMuy buen estado a toda prueba, tiene llantas 15 con cubiertas Pirelli
","

Año
2006


Kilómetros
161.000 km


Marca
Peugeot


Modelo
Partner


Versión
Diesel 1.9


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Piedras Blancas - Montevideo
",9.000,"
		Peugeot Partner Diesel 1.9
	",https://auto.mercadolibre.com.uy/MLU-472266214-peugeot-partner-diesel-19-_JM#position=13&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
PEUGEOT PARTNER M69 1. 6 DIESEL - AÑO 2020 - ENTREGA INMEDIATA - SIN ESPERASLuis Moreira Automóviles, concesionario Peugeot y Citroen para todo San Jose.25 de Mayo 333, San Jose de Mayo. Tel. 43423895FINANCIACIÓN BANCARIA - PRECIO LEASING: U$S 16385CONSULTAS AL 099341298 - 099394608 - 099104747
","

Año
2020


Kilómetros
0 km


Marca
Peugeot


Modelo
Partner


Versión
Partner M69 HDI


Tipo de carrocería
Furgón


Motor
1.6


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en San José - San José De Mayo - San José
",19.990,"
		Peugeot Partner Partner M69 HDI
	",https://auto.mercadolibre.com.uy/MLU-471879662-peugeot-partner-diesel-m69-entrego-ya-leasing-tasa-0-_JM#position=37&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Chevrolet S10 LT 4X4 DIESEL AUTOMÁTICA 2020 2800 cc. 0 km en color Blanco. USD 40.156 PRECIO LEASING.Diesel / Dirección Hidráulica / Transmisión Automática / 4 puertas / Potencia máxima 200 HP.Airbag conductor / Airbag pasajero / Control de tracción / Control de estabilidad / Frenos ABS / Llave codificada / Sistema Isofix / Aire acondicionado / Computadora de abordo / Cristales eléctricos / Llantas de aleación / Volante multifunción / AM/FM / Bluetooth / Entrada auxiliar / Entrada USB / MP3 / Android Auto / Apple CarPlay.El valor estimado de la patente es de $ 70.000.Garantía de 3 años o 100.000 kmContamos con 4 talleres para ofrecerle el mejor servicio de postventa, con equipamiento de última generación y el personal más calificado. Silca es confianza, respaldo y garantía.Trámites ÁgilesContamos con un completo departamento de gestoría de escribanía y legal para facilitar todos los trámites para la compra de su vehículo.Aceptamos PermutasLo esperamos en nuestro concesionario para revisar su unidad y darle el precio de toma del mismo. Confianza, seguridad y seriedad.Financiación 100%.Contamos con financiación de hasta el 100% del valor del vehículo y hasta en 60 cuotas en UI y dólares.Silca Tel: 096 109 870 / 096 410 646 WhatsApp: 096 109 870 Gral. Pagola 2333 esq. Blvr. Artigas ecommerce@silca.com.uy Lun. a Vie. de 9 a 18:00 hs. Sáb. de 10 a 13:30 hs www.silca.com.uy----------------------COMUNICADO A NUESTROS CLIENTES:La descripción del vehículo publicado en esta publicación es la que se detalla en este cuadro . Ésta puede variar con la suministrada de forma automática por Mercado Libre (en los paneles desplegables), la cual puede contener errores como cilindrada, potencia, equipamiento, colores, etc. Le rogamos tener en cuanta solo la descripción que detallamos en el texto que antecede a este.Muchas gracias,SilcaPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Chevrolet


Modelo
S10


Versión
LT 4X4 DIESEL AUTOMÁTICA


Motor
2.8


Potencia
200 hp


Transmisión
Automática


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",40.156,"
		Chevrolet S10 Lt 4x4 Diesel Automática 2020 Blanco 0km
	",https://auto.mercadolibre.com.uy/MLU-472480455-chevrolet-s10-lt-4x4-diesel-automatica-2020-blanco-0km-_JM#position=21&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Diésel original de fabrica perkins 4236 caja de 4ta, a toda prueba bomba e inyectores a nuevo, baterías nuevas, bien de cubiertas!!!! NO PERMUTO, NO FINANCIO, OFERTAS COHERENTES SOLAMENTE LAS ACEPTO A TRAVÉS DEL NÚMERO DE CONTACTO QUE FIGURA EN LA PUBLICACIÓN O WHATSAP NO CONTESTO POR ESTE MEDIO, SOLO LLAMADAS O WHATSAP
","

Año
1993


Kilómetros
111.111 km


Marca
Chevrolet


Modelo
C-10


Versión
Chevrolet c 10


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Malvin Norte - Montevideo
",9.800,"
		Chevrolet C-10 Chevrolet C 10 
	",https://auto.mercadolibre.com.uy/MLU-471194261-chevrolet-c-10-chevrolet-c-10-_JM#position=12&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Luis Moreira Automoviles, concesionario Citroen para todo San Jose25 de Mayo 333, San Jose de MayoTel.43423895099 341298 - 099 104747 - 099394608
","

Año
2020


Kilómetros
0 km


Marca
Citroën


Modelo
Jumpy


Versión
Furgón Pack


Único dueño
Sí


Tipo de carrocería
Furgón


Motor
1.6


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en San José - San José De Mayo - San José
",29.990,"
		Citroën Jumpy Furgón Entrego Hoy Sin Esperas Tasa 0% Permuto
	",https://auto.mercadolibre.com.uy/MLU-471879540-citron-jumpy-furgon-entrego-hoy-sin-esperas-tasa-0-permuto-_JM#position=44&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Visite nuestra página web www.enriqueciompiautomoviles.com
","

Año
1997


Kilómetros
250.000 km


Marca
Citroën


Modelo
AX


Versión
1.5 D


Tipo de carrocería
Hatchback


Motor
1.5


Potencia
58 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Parque Batlle - Montevideo
",4.000,"
		Citroën AX 1.5 D
	",https://auto.mercadolibre.com.uy/MLU-471880125-citron-ax-15-d-1997-hasta-100-financiado-_JM#position=1&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Mitsubishi L200 Diesel 4x4 Extra Full 2020 2400 cc. 0 km en color Azul. USD 54.910 PRECIO LEASING.Diesel / Dirección Hidráulica / Transmisión Automática / 4 puertas / Potencia máxima 178 HP.Airbag conductor / Airbag pasajero / Airbag de cortina / Airbag laterales / Alarma / Apoya cabeza asientos traseros / Cinturones inerciales delanteros / Control de tracción / Control de estabilidad / Faros antinieblas delanteros / Faros antinieblas traseros / Frenos ABS / Inmovilizador de motor / Llave codificada / Repartidor electrónico de fuerza de frenado / Sistema Isofix / Tercer stop / Aire acondicionado / Alarma de luces encendidas / Asientos eléctricos / Asiento trasero rebatible / Asiento conductor regulable en altura / Apoyabrazos en asiento trasero / Cobertor de caja / Cierre centralizado de puertas / Climatizador automático / Computadora de abordo / Control de velocidad crucero / Cristales eléctricos / Cristales polarizados / Espejos eléctricos / Faros regulables desde el interior / Llantas de aleación / Regulación de altura del volante / Regulación longitudinal del volante / Sensor de estacionamiento / Sensor de lluvia / Sensor de luz / Paragolpes pintados / Porta vasos / Tapizado de cuero / Volante multifunción / Volante de cuero / AM/FM / Bluetooth / CD / Comando satelital de stereo / Entrada auxiliar / Entrada USB / MP3.Plan Mecánico AmigoNuestros automóviles cuentan con Plan Mecánico Amigo que le brinda una garantía en mano de obra en reparaciones sin costo durante un año.Trámites a su disposiciónCuenta con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago. Tomamos vehículos usados a los mejores precios de plaza. No deje de consultar.Financiación propia a Sola FirmaRealice una entrega inicial del 50% y financie su saldo hasta en 37 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar el valor de la cuotaVENTAS_ GALICIA | GRUPO FIANCAR Tel: 095982317 / 29021212 Galicia 957 esq. Rio Branco
","

Año
2020


Kilómetros
0 km


Marca
Mitsubishi


Modelo
L200


Versión
Diesel 4x4 Extra Full


Motor
2.4


Potencia
178 hp


Transmisión
Automática


Color
Azul


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",54.910,"
		Mitsubishi L200 Diesel 4x4 Extra Full 2020 0km
	",https://auto.mercadolibre.com.uy/MLU-469235695-mitsubishi-l200-diesel-4x4-extra-full-2020-0km-_JM#position=17&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Citroen Berlingo Business 1.6 HDI M69 Nuevo modeloEl Citroën Berlingo Furgón es un vehículo utilitario que se diferencia principalmente por su funcionalidad, su confiabilidad, sus motorizaciones y su gran habitabilidad. 3 m3 de volumen de carga aprovechable 800 kg de capacidad de carga total Puertas traseras asimétricas de apertura hasta 180º Puerta lateral corrediza. Eficiente motorización 1.6 HDI Radio AM/FM CD MP3 con Bluetooth. Excelente habitabilidad del puesto de manejo con 10 espacios guarda objetosSeguridad.La protección de los pasajeros se materializa tanto en el diseño como en cada uno de los elementos y sistemas que componen el equipamiento dispuesto para este vehículo.Se buscó en principio equilibrar una dote racional y precisa, incorporando el ABS con REF y el doble airbag de serie en todas las versiones que se suman al equipo predeterminado de luces antiniebla traseras, inmovilizador de motor, barras protectoras de conductor y para la zona de carga, tercera luz de stop y ganchos para sujeción de carga.Nota: Para el mercado Uruguayo solamente se encuentra disponbile en versón Furgón sin asientos traseros.Gonzalo Ruiz AutomóvilesCerro Largo 851 esquina AndesTel 2901 96 69-099125984
","

Año
2020


Kilómetros
0 km


Marca
Citroën


Modelo
Berlingo


Versión
Berlingo Business Diesel 1.6 HDI


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Centro - Montevideo
",19.990,"
		Citroën Berlingo Berlingo Business Diesel 1.6 HDI
	",https://auto.mercadolibre.com.uy/MLU-456224296-citron-berlingo-m69-diesel-nuevo-precio-_JM#position=33&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Equipamientos original más Extras#Radio multimedia con Android, #camara etc#luces LED #Sistema de vigía #Lona # enganche #115 mil ktrs de fabrica segundo dueño se encuentra en excelente estado PATENTE PAGA ANUAL!!!
","

Año
2014


Kilómetros
115.000 km


Marca
Ford


Modelo
Ranger


Versión
3.2 Cd 4x4 Limited Ci 200cv At


Tipo de carrocería
Pick-Up


Motor
3.2


Potencia
200 hp


Transmisión
Automática


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Mercedes - Soriano
",33.900,"
		Ford Ranger 3.2 Cd 4x4 Limited Ci 200cv At
	",https://auto.mercadolibre.com.uy/MLU-471376889-ford-ranger-32-cd-4x4-limited-ci-200cv-at-2014-_JM#position=25&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
TOYOTA HILUX SRV 2.8 DIESEL AÑO 2020MOTOR 2.8 TURBO7 AIRBAGS ABSCONTROL DE TRACCIÓN Y ESTABILIDAD CAMARA DE REVERSA VIDRIOS ELÉCTRICOS EN LAS 4 PUERTAS ESPEJOS ELÉCTRICOS ENTREGA INMEDIATA ACEPTAMOS PERMUTAS FINANCIACIÓNLOPEZ MOTORSBALTASAR BRUN 825 LAS PIEDRAS092450113 / 23643131ventas@lopezmotors.com.uy
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
Srv 2.8 4x2


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Las Piedras - Canelones
",54.990,"
		Toyota Hilux Srv 2.8 4x2
	",https://auto.mercadolibre.com.uy/MLU-468575648-toyota-hilux-srv-28-4x2-_JM#position=10&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
"
Chevrolet S10 High Country 2019 2800 cc Turbo Diésel. 0 km U$S 63.390*Turbo Diésel Dirección Eléctrica asistida Transmisión Automática Potencia máxima 200 HP.Torque máximo a 2000rpm 500Nm6 Airbag AlarmaBarra anti-vuelco Control de tracción Control de estabilidad Faros antinieblas delanteros y traseros Repartidor electrónico de fuerza de frenado Sistema Isofix Climatizador automático Asiento conductor regulable en altura Lona marítima Cierre centralizado de puertas Cierre automático de vidrios Computadora de abordo Control de velocidad crucero Faros regulables desde el interior GPS Sensor de estacionamiento delanteros y traserosTapizado de cuero / Volante multifunción Android Auto / Apple CarPlay.Tecnología de punta en seguridad activa!SUMATE AL CLUB S10 CON EXCELENTES BENEFICIOS!!TASA 0% 50% financiado hasta en 24 cuotas!CONSULTA POR TU PROXIMA S10!*Precio para empresa que descuenta IRAE o IMEBA
","

Año
2020


Kilómetros
0 km


Marca
Chevrolet


Modelo
S10


Versión
2.8 Cd 4x4 High Country Tdci 200cv At


Tipo de carrocería
Pick-Up


Motor
2.8


Transmisión
Automática


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Pocitos - Montevideo
",63.390,"
		Chevrolet S10 2.8 Cd 4x4 High Country Tdci 200cv At
	",https://auto.mercadolibre.com.uy/MLU-462285450-chevrolet-s10-28-cd-4x4-high-country-tdci-200cv-at-2019-_JM#position=19&type=item&tracking_id=eaeedaf6-995d-46fa-89df-3d756987e535
